Date,Open,Close,High,Low,Volume
"2020-01-06 11:14:00",16.71,16.73,16.73,16.70,31581
"2020-01-06 11:15:00",16.73,16.70,16.73,16.70,23873
"2020-01-06 11:16:00",16.70,16.73,16.73,16.70,41117
"2020-01-06 11:17:00",16.73,16.75,16.75,16.73,32095
"2020-01-06 11:18:00",16.74,16.74,16.75,16.73,32737
"2020-01-06 11:19:00",16.74,16.73,16.75,16.72,55829
"2020-01-06 11:20:00",16.73,16.73,16.74,16.73,20541
"2020-01-06 11:21:00",16.74,16.73,16.74,16.73,11451
"2020-01-06 11:22:00",16.73,16.70,16.73,16.70,35727
"2020-01-06 11:23:00",16.70,16.71,16.71,16.70,11189
"2020-01-06 11:24:00",16.70,16.70,16.71,16.70,23502
"2020-01-06 11:25:00",16.73,16.73,16.74,16.72,57832
"2020-01-06 11:26:00",16.72,16.70,16.72,16.70,37794
"2020-01-06 11:27:00",16.72,16.70,16.72,16.70,37794
"2020-01-06 11:28:00",16.69,16.69,16.69,16.69,27302
"2020-01-06 11:29:00",16.69,16.70,16.70,16.69,14741
"2020-01-06 11:30:00",16.71,16.70,16.71,16.70,19886
"2020-01-06 11:31:00",16.70,16.70,16.72,16.70,28186
"2020-01-06 11:32:00",16.71,16.72,16.72,16.70,7901
"2020-01-06 11:33:00",16.72,16.72,16.73,16.71,22083
"2020-01-06 11:34:00",16.71,16.70,16.72,16.70,31974
"2020-01-06 11:35:00",16.71,16.70,16.71,16.70,45222
"2020-01-06 11:36:00",16.71,16.72,16.72,16.70,21480
"2020-01-06 11:37:00",16.72,16.72,16.72,16.71,6518
"2020-01-06 11:38:00",16.72,16.70,16.72,16.70,21192
"2020-01-06 11:39:00",16.70,16.69,16.70,16.66,57998
"2020-01-06 11:40:00",16.69,16.70,16.70,16.68,36592
"2020-01-06 11:41:00",16.69,16.68,16.69,16.68,6069
"2020-01-06 11:42:00",16.69,16.68,16.69,16.68,4121
"2020-01-06 11:43:00",16.68,16.69,16.70,16.67,33257
"2020-01-06 11:44:00",16.70,16.69,16.70,16.69,18698
"2020-01-06 11:45:00",16.69,16.69,16.70,16.69,27909
"2020-01-06 11:46:00",16.69,16.69,16.69,16.69,7970
"2020-01-06 11:47:00",16.70,16.69,16.70,16.69,28197
"2020-01-06 11:48:00",16.69,16.69,16.70,16.69,18374
"2020-01-06 11:49:00",16.69,16.69,16.70,16.68,13636
"2020-01-06 11:50:00",16.69,16.69,16.70,16.68,13636
"2020-01-06 11:51:00",16.66,16.67,16.67,16.65,188427
"2020-01-06 11:52:00",16.67,16.66,16.68,16.66,20393
"2020-01-06 11:53:00",16.67,16.67,16.67,16.66,10127
"2020-01-06 11:54:00",16.67,16.67,16.67,16.66,21346
"2020-01-06 11:55:00",16.67,16.67,16.67,16.67,6408
"2020-01-06 11:56:00",16.67,16.66,16.67,16.66,5763
"2020-01-06 11:57:00",16.66,16.67,16.67,16.66,7354
"2020-01-06 11:58:00",16.67,16.67,16.68,16.67,22450
"2020-01-06 11:59:00",16.67,16.67,16.67,16.66,20952
"2020-01-06 12:00:00",16.67,16.65,16.67,16.64,19093
"2020-01-06 12:01:00",16.64,16.63,16.65,16.63,11860
"2020-01-06 12:02:00",16.63,16.63,16.65,16.63,17356
"2020-01-06 12:03:00",16.64,16.65,16.65,16.63,18808
"2020-01-06 12:04:00",16.65,16.64,16.66,16.64,23128
"2020-01-06 12:05:00",16.64,16.66,16.66,16.64,10729
"2020-01-06 12:06:00",16.66,16.65,16.66,16.64,8446
"2020-01-06 12:07:00",16.65,16.65,16.65,16.64,17051
"2020-01-06 12:08:00",16.65,16.64,16.65,16.64,6300
"2020-01-06 12:09:00",16.65,16.67,16.67,16.65,6386
"2020-01-06 12:10:00",16.67,16.67,16.67,16.66,7044
"2020-01-06 12:11:00",16.67,16.65,16.67,16.65,25552
"2020-01-06 12:12:00",16.65,16.65,16.65,16.63,31906
"2020-01-06 12:13:00",16.65,16.65,16.66,16.64,24772
"2020-01-06 12:14:00",16.65,16.65,16.65,16.64,10225
"2020-01-06 12:15:00",16.64,16.64,16.65,16.64,19260
"2020-01-06 12:16:00",16.64,16.66,16.66,16.64,5427
"2020-01-06 12:17:00",16.66,16.64,16.66,16.64,16224
"2020-01-06 12:18:00",16.65,16.65,16.65,16.64,3992
"2020-01-06 12:19:00",16.64,16.64,16.65,16.64,8805
"2020-01-06 12:20:00",16.64,16.65,16.65,16.63,19901
"2020-01-06 12:21:00",16.64,16.64,16.65,16.64,5447
"2020-01-06 12:22:00",16.65,16.64,16.65,16.64,4051
"2020-01-06 12:23:00",16.65,16.66,16.66,16.65,7585
"2020-01-06 12:24:00",16.66,16.66,16.66,16.66,5713
"2020-01-06 12:25:00",16.66,16.66,16.66,16.65,9149
"2020-01-06 12:26:00",16.66,16.66,16.66,16.65,7872
"2020-01-06 12:27:00",16.66,16.66,16.67,16.66,16115
"2020-01-06 12:28:00",16.67,16.66,16.67,16.65,13669
"2020-01-06 12:29:00",16.65,16.67,16.67,16.64,47576
"2020-01-06 12:30:00",16.67,16.67,16.68,16.66,43016
"2020-01-06 12:31:00",16.68,16.67,16.68,16.67,17751
"2020-01-06 12:32:00",16.67,16.67,16.68,16.67,5406
"2020-01-06 12:33:00",16.67,16.67,16.68,16.66,23265
"2020-01-06 12:34:00",16.67,16.67,16.68,16.66,18036
"2020-01-06 12:35:00",16.67,16.68,16.68,16.67,19088
"2020-01-06 12:36:00",16.68,16.67,16.68,16.67,10391
